addr,data
0x2AB4,-82
0x2AB6,-33
0x2AB8,23
0x2ABA,72
0x2ABC,97
0x2ABE,35
0x2AC0,63
0x2AC2,96
0x2AC4,45
0x2AC6,95
0x2AC8,41
0x2ACA,64
0x2ACC,83
0x2ACE,35
0x2AD0,1
0x2AD2,-98
0x2AD4,-30
0x2AD6,-42
0x2AD8,-12
0x2ADA,-52
0x2ADC,-6
0x2ADE,18
0x2AE0,91
0x2AE2,-24
0x2AE4,47
0x2AE6,-86
0x2AE8,-10
0x2AEA,3
0x2AEC,-10
0x2AEE,-62
0x2AF0,-43
0x2AF2,71
0x2AF4,-86
0x2AF6,-66
0x2AF8,-89
0x2AFA,-8
0x2AFC,-60
0x2AFE,41
0x2B00,7
0x2B02,-59
0x2B04,-98
0x2B06,-100
0x2B08,41
0x2B0A,42
0x2B0C,94
0x2B0E,100
0x2B10,-48
0x2B12,1
0x2B14,38
0x2B16,-69
0x2B18,-29
0x2B1A,-9
0x2B1C,-44
0x2B1E,-78
0x2B20,73
0x2B22,-89
0x2B24,10
0x2B26,-45
0x2B28,14
0x2B2A,-91
0x2B2C,-3
0x2B2E,90
0x2B30,53
0x2B32,-44
0x2B34,-94
0x2B36,-16
0x2B38,79
0x2B3A,-33
0x2B3C,99
0x2B3E,26
0x2B40,30
0x2B42,68
0x2B44,34
0x2B46,-63
0x2B48,-24
0x2B4A,-9
0x2B4C,86
0x2B4E,99
0x2B50,-32
0x2B52,48
0x2B54,-50
0x2B56,61
0x2B58,15
0x2B5A,33
0x2B5C,27
0x2B5E,80
0x2B60,26
0x2B62,-55
0x2B64,-15
0x2B66,-11
0x2B68,92
0x2B6A,14
0x2B6C,59
0x2B6E,39
0x2B70,-44
0x2B72,76
0x2B74,72
0x2B76,44
0x2B78,33
0x2B7A,35
0x2B7C,-71
0x2B7E,-46
0x2B80,32
0x2B82,-51
0x2B84,62
0x2B86,67
0x2B88,22
0x2B8A,70
0x2B8C,59
0x2B8E,91
0x2B90,69
0x2B92,35
0x2B94,62
0x2B96,5
0x2B98,9
0x2B9A,98
0x2B9C,62
0x2B9E,83
0x2BA0,-80
0x2BA2,96
0x2BA4,-96
0x2BA6,76
0x2BA8,-13
0x2BAA,51
0x2BAC,-31
0x2BAE,-72
0x2BB0,18
0x2BB2,-58
0x2BB4,6
0x2BB6,-5
0x2BB8,-46
0x2BBA,-14
0x2BBC,-57
0x2BBE,87
0x2BC0,0
0x2BC2,71
0x2BC4,27
0x2BC6,35
0x2BC8,-76
0x2BCA,70
0x2BCC,-84
0x2BCE,-37
0x2BD0,-4
0x2BD2,90
0x2BD4,-23
0x2BD6,-68
0x2BD8,93
0x2BDA,-48
0x2BDC,48
0x2BDE,-33
0x2BE0,76
0x2BE2,85
0x2BE4,-89
0x2BE6,-14
0x2BE8,79
0x2BEA,69
0x2BEC,61
0x2BEE,-2
0x2BF0,7
0x2BF2,80
0x2BF4,72
0x2BF6,-15
0x2BF8,12
0x2BFA,-37
0x2BFC,38
0x2BFE,-8
0x2C00,-100
0x2C02,59
0x2C04,-54
0x2C06,-12
0x2C08,-75
0x2C0A,-26
0x2C0C,-53
0x2C0E,-1
0x2C10,22
0x2C12,76
0x2C14,70
0x2C16,-12
0x2C18,-38
0x2C1A,-38
0x2C1C,5
0x2C1E,-68
0x2C20,27
0x2C22,-93
0x2C24,14
0x2C26,-60
0x2C28,55
0x2C2A,27
0x2C2C,4
0x2C2E,60
0x2C30,41
0x2C32,-70
0x2C34,-55
0x2C36,-45
0x2C38,-81
0x2C3A,24
0x2C3C,-54
0x2C3E,-84
0x2C40,99
0x2C42,23
0x2C44,80
0x2C46,-15
0x2C48,37
0x2C4A,-62
0x2C4C,20
0x2C4E,-12
0x2C50,-45
0x2C52,-100
0x2C54,-30
0x2C56,56
0x2C58,62
0x2C5A,-78
0x2C5C,48
0x2C5E,-70
0x2C60,62
0x2C62,-80
0x2C64,81
0x2C66,-97
0x2C68,-19
0x2C6A,87
0x2C6C,39
0x2C6E,36
0x2C70,29
0x2C72,-57
0x2C74,-29
0x2C76,-14
0x2C78,-62
0x2C7A,-62
0x2C7C,51
0x2C7E,21
0x2C80,-38
0x2C82,-42
0x2C84,80
0x2C86,-46
0x2C88,-30
0x2C8A,11
0x2C8C,56
0x2C8E,-6
0x2C90,-75
0x2C92,51
0x2C94,-91
0x2C96,63
0x2C98,-91
0x2C9A,-84
0x2C9C,-70
0x2C9E,-84
0x2CA0,58
0x2CA2,-65
0x2CA4,-53
0x2CA6,-11
0x2CA8,49
0x2CAA,31
0x2CAC,-94
0x2CAE,29
0x2CB0,18
0x2CB2,-72
0x2CB4,66
0x2CB6,38
0x2CB8,2
0x2CBA,-4
0x2CBC,-17
0x2CBE,-36
0x2CC0,-21
0x2CC2,-90
0x2CC4,77
0x2CC6,-5
0x2CC8,-63
0x2CCA,-93
0x2CCC,44
0x2CCE,-29
0x2CD0,-1
0x2CD2,23
0x2CD4,55
0x2CD6,20
0x2CD8,90
0x2CDA,19
0x2CDC,-95
0x2CDE,-48
0x2CE0,32
0x2CE2,-10
0x2CE4,81
0x2CE6,60
0x2CE8,58
0x2CEA,-18
0x2CEC,2
0x2CEE,-47
0x2CF0,-96
0x2CF2,94
0x2CF4,-97
0x2CF6,-77
0x2CF8,-73
0x2CFA,56
0x2CFC,-29
0x2CFE,50
0x2D00,-95
0x2D02,36
0x2D04,48
0x2D06,56
0x2D08,-15
0x2D0A,-42
0x2D0C,96
0x2D0E,64
0x2D10,24
0x2D12,-37
0x2D14,-97
0x2D16,-42
0x2D18,59
0x2D1A,-63
0x2D1C,-96
0x2D1E,0
0x2D20,-72
0x2D22,61
0x2D24,-95
0x2D26,31
0x2D28,-18
0x2D2A,-45
0x2D2C,-90
0x2D2E,89
0x2D30,-86
0x2D32,95
0x2D34,74
0x2D36,-80
0x2D38,28
0x2D3A,-27
0x2D3C,50
0x2D3E,91
0x2D40,54
0x2D42,-99
0x2D44,39
0x2D46,-70
0x2D48,9
0x2D4A,24
0x2D4C,-22
0x2D4E,47
0x2D50,-38
0x2D52,93
0x2D54,96
0x2D56,-9
0x2D58,-8
0x2D5A,-96
0x2D5C,73
0x2D5E,34
0x2D60,-29
0x2D62,22
0x2D64,94
0x2D66,-30
0x2D68,18
0x2D6A,-82
0x2D6C,4
0x2D6E,38
0x2D70,-84
0x2D72,-80
0x2D74,-17
0x2D76,-11
0x2D78,41
0x2D7A,24
0x2D7C,-45
0x2D7E,52
0x2D80,-83
0x2D82,-5
0x2D84,-9
0x2D86,-24
0x2D88,93
0x2D8A,-69
0x2D8C,48
0x2D8E,-54
0x2D90,84
0x2D92,7
0x2D94,70
0x2D96,93
0x2D98,-79
0x2D9A,-22
0x2D9C,23
0x2D9E,25
0x2DA0,-24
0x2DA2,-12
0x2DA4,-25
0x2DA6,-67
0x2DA8,-37
0x2DAA,4
0x2DAC,38
0x2DAE,-16
0x2DB0,40
0x2DB2,-80
0x2DB4,9
0x2DB6,73
0x2DB8,-51
0x2DBA,13
0x2DBC,44
0x2DBE,75
0x2DC0,-19
0x2DC2,-49
0x2DC4,-53
0x2DC6,22
0x2DC8,-17
0x2DCA,97
0x2DCC,-51
0x2DCE,-56
0x2DD0,-39
0x2DD2,-1
0x2DD4,75
0x2DD6,89
0x2DD8,-33
0x2DDA,80
0x2DDC,6
0x2DDE,73
0x2DE0,-82
0x2DE2,-52
0x2DE4,-15
0x2DE6,20
0x2DE8,1
0x2DEA,13
0x2DEC,8
0x2DEE,30
0x2DF0,-83
0x2DF2,-93
0x2DF4,-50
0x2DF6,-50
0x2DF8,98
0x2DFA,35
0x2DFC,-80
0x2DFE,-83
0x2E00,-98
0x2E02,-72
0x2E04,-8
0x2E06,97
0x2E08,64
0x2E0A,-42
0x2E0C,-44
0x2E0E,15
0x2E10,47
0x2E12,-46
0x2E14,-47
0x2E16,-19
0x2E18,-27
0x2E1A,2
0x2E1C,24
0x2E1E,-59
0x2E20,-23
0x2E22,39
0x2E24,-33
0x2E26,64
0x2E28,69
0x2E2A,-74
0x2E2C,-32
0x2E2E,77
0x2E30,-19
0x2E32,-32
0x2E34,-45
0x2E36,-51
0x2E38,-36
0x2E3A,-45
0x2E3C,64
0x2E3E,-89
0x2E40,-25
0x2E42,60
0x2E44,-12
0x2E46,58
0x2E48,24
0x2E4A,-95
0x2E4C,99
0x2E4E,83
0x2E50,-84
0x2E52,79
0x2E54,40
0x2E56,-93
0x2E58,87
0x2E5A,-83
0x2E5C,98
0x2E5E,-92
0x2E60,37
0x2E62,75
0x2E64,95
0x2E66,-98
0x2E68,-50
0x2E6A,-43
0x2E6C,-93
0x2E6E,49
0x2E70,63
0x2E72,24
0x2E74,79
0x2E76,-26
0x2E78,49
0x2E7A,89
0x2E7C,-95
0x2E7E,10
0x2E80,2
0x2E82,-48
0x2E84,78
0x2E86,-11
0x2E88,26
0x2E8A,-54
0x2E8C,-81
0x2E8E,-26
0x2E90,33
0x2E92,81
0x2E94,73
0x2E96,-41
0x2E98,71
0x2E9A,-18
0x2E9C,82
0x2E9E,-49
0x2EA0,-40
0x2EA2,11
0x2EA4,3
0x2EA6,-98
0x2EA8,-59
0x2EAA,-74
0x2EAC,-96
0x2EAE,68
0x2EB0,-100
0x2EB2,-83
0x2EB4,-77
0x2EB6,-59
0x2EB8,4
0x2EBA,-46
0x2EBC,-22
0x2EBE,20
0x2EC0,10
0x2EC2,59
0x2EC4,-63
0x2EC6,-45
0x2EC8,78
0x2ECA,-34
0x2ECC,-20
0x2ECE,49
0x2ED0,14
0x2ED2,77
0x2ED4,-67
0x2ED6,60
0x2ED8,-27
0x2EDA,-24
0x2EDC,34
0x2EDE,-17
0x2EE0,-37
0x2EE2,3
0x2EE4,-62
0x2EE6,53
0x2EE8,-32
0x2EEA,-88
0x2EEC,73
0x2EEE,98
0x2EF0,69
0x2EF2,61
0x2EF4,88
0x2EF6,-67
0x2EF8,-73
0x2EFA,-4
0x2EFC,-10
0x2EFE,11
0x2F00,45
0x2F02,-38
0x2F04,37
0x2F06,82
0x2F08,14
0x2F0A,-89
0x2F0C,-39
0x2F0E,-17
0x2F10,-56
0x2F12,-97
0x2F14,47
0x2F16,32
0x2F18,6
0x2F1A,-63
0x2F1C,-87
0x2F1E,-23
0x2F20,-79
0x2F22,7
0x2F24,10
0x2F26,74
0x2F28,18
0x2F2A,-25
0x2F2C,-97
0x2F2E,-76
0x2F30,24
0x2F32,49
0x2F34,-57
0x2F36,98
0x2F38,1
0x2F3A,22
0x2F3C,-67
0x2F3E,80
0x2F40,76
0x2F42,10
0x2F44,15
0x2F46,-68
0x2F48,-69
0x2F4A,-70
0x2F4C,-86
0x2F4E,95
0x2F50,-96
0x2F52,-28
0x2F54,-17
0x2F56,36
0x2F58,-22
0x2F5A,-24
0x2F5C,-94
0x2F5E,-81
0x2F60,-70
0x2F62,-93
0x2F64,-12
0x2F66,79
0x2F68,4
0x2F6A,-35
0x2F6C,-98
0x2F6E,-50
0x2F70,91
0x2F72,-80
0x2F74,-96
0x2F76,60
0x2F78,-24
0x2F7A,64
0x2F7C,-96
0x2F7E,38
0x2F80,-90
0x2F82,-57
0x2F84,-53
0x2F86,-60
0x2F88,83
0x2F8A,-52
0x2F8C,30
0x2F8E,-77
0x2F90,78
0x2F92,-33
0x2F94,23
0x2F96,-49
0x2F98,-55
0x2F9A,71
0x2F9C,-15
0x2F9E,-60
0x2FA0,69
0x2FA2,1
0x2FA4,59
0x2FA6,86
0x2FA8,42
0x2FAA,-84
0x2FAC,57
0x2FAE,34
0x2FB0,52
0x2FB2,40
0x2FB4,-99
0x2FB6,0
0x2FB8,-98
0x2FBA,45
0x2FBC,-83
0x2FBE,-93
0x2FC0,-17
0x2FC2,-22
0x2FC4,87
0x2FC6,-90
0x2FC8,-64
0x2FCA,65
0x2FCC,-72
0x2FCE,-39
0x2FD0,38
0x2FD2,10
0x2FD4,-84
0x2FD6,-59
0x2FD8,27
0x2FDA,55
0x2FDC,79
0x2FDE,-52
0x2FE0,-3
0x2FE2,-72
0x2FE4,-14
0x2FE6,25
0x2FE8,-71
0x2FEA,8
0x2FEC,61
0x2FEE,-3
0x2FF0,-4
0x2FF2,4
0x2FF4,-71
0x2FF6,22
0x2FF8,-94
0x2FFA,5
0x2FFC,-78
0x2FFE,80
